year,sexe,age,esperance
2016,hommes,69,16.4
2017,hommes,69,16.4
2018,hommes,69,16.5
2019,hommes,69,16.6
2020,hommes,69,16.0
2021,hommes,69,16.1
2022,hommes,69,16.3
2023,hommes,69,16.8
2024,hommes,69,16.9
1998,hommes,70,13.2
1999,hommes,70,13.2
2000,hommes,70,13.4
2001,hommes,70,13.5
2002,hommes,70,13.6
2003,hommes,70,13.5
2004,hommes,70,14.1
2005,hommes,70,14.1
2006,hommes,70,14.6
2007,hommes,70,14.8
2008,hommes,70,14.9
2009,hommes,70,15.1
2010,hommes,70,15.3
2011,hommes,70,15.6
2012,hommes,70,15.5
2013,hommes,70,15.7
2014,hommes,70,15.7
2015,hommes,70,15.5
2016,hommes,70,15.7
2017,hommes,70,15.7
2018,hommes,70,15.8
2019,hommes,70,15.9
2020,hommes,70,15.3
2021,hommes,70,15.4
2022,hommes,70,15.6
2023,hommes,70,16.1
2024,hommes,70,16.2
1998,hommes,71,12.5
1999,hommes,71,12.6
2000,hommes,71,12.8
2001,hommes,71,12.9
2002,hommes,71,12.9
2003,hommes,71,12.8
2004,hommes,71,13.4
2005,hommes,71,13.4
2006,hommes,71,13.9
2007,hommes,71,14.1
2008,hommes,71,14.2
2009,hommes,71,14.4
2010,hommes,71,14.6
2011,hommes,71,14.9
2012,hommes,71,14.8
2013,hommes,71,15.0
2014,hommes,71,15.0
2015,hommes,71,14.8
2016,hommes,71,15.0
2017,hommes,71,15.0
2018,hommes,71,15.1
2019,hommes,71,15.2
2020,hommes,71,14.6
2021,hommes,71,14.7
2022,hommes,71,14.9
2023,hommes,71,15.4
2024,hommes,71,15.5
1998,hommes,72,11.9
1999,hommes,72,12.0
2000,hommes,72,12.2
2001,hommes,72,12.2
2002,hommes,72,12.3
2003,hommes,72,12.2
2004,hommes,72,12.8
2005,hommes,72,12.8
2006,hommes,72,13.3
2007,hommes,72,13.4
2008,hommes,72,13.5
2009,hommes,72,13.7
2010,hommes,72,13.9
2011,hommes,72,14.2
2012,hommes,72,14.1
2013,hommes,72,14.3
2014,hommes,72,14.3
2015,hommes,72,14.1
2016,hommes,72,14.3
2017,hommes,72,14.3
2018,hommes,72,14.4
2019,hommes,72,14.5
2020,hommes,72,13.9
2021,hommes,72,14.1
2022,hommes,72,14.2
2023,hommes,72,14.7
2024,hommes,72,14.8
1998,hommes,73,11.3
1999,hommes,73,11.4
2000,hommes,73,11.6
2001,hommes,73,11.6
2002,hommes,73,11.7
2003,hommes,73,11.5
2004,hommes,73,12.1
2005,hommes,73,12.1
2006,hommes,73,12.6
2007,hommes,73,12.8
2008,hommes,73,12.9
2009,hommes,73,13.0
2010,hommes,73,13.2
2011,hommes,73,13.5
2012,hommes,73,13.4
2013,hommes,73,13.6
2014,hommes,73,13.6
2015,hommes,73,13.4
2016,hommes,73,13.6
2017,hommes,73,13.6
2018,hommes,73,13.7
2019,hommes,73,13.8
2020,hommes,73,13.2
2021,hommes,73,13.4
2022,hommes,73,13.5
2023,hommes,73,14.0
2024,hommes,73,14.1
1998,hommes,74,10.8
1999,hommes,74,10.8
2000,hommes,74,11.0
2001,hommes,74,11.0
2002,hommes,74,11.0
2003,hommes,74,10.9
2004,hommes,74,11.5
2005,hommes,74,11.5
2006,hommes,74,12.0
2007,hommes,74,12.1
2008,hommes,74,12.2
2009,hommes,74,12.4
2010,hommes,74,12.6
2011,hommes,74,12.9
2012,hommes,74,12.7
2013,hommes,74,12.9
2014,hommes,74,12.9
2015,hommes,74,12.7
2016,hommes,74,12.9
2017,hommes,74,12.9
2018,hommes,74,13.0
2019,hommes,74,13.1
2020,hommes,74,12.5
2021,hommes,74,12.7
2022,hommes,74,12.8
2023,hommes,74,13.3
2024,hommes,74,13.4
1998,hommes,75,10.2
1999,hommes,75,10.2
2000,hommes,75,10.4
2001,hommes,75,10.4
2002,hommes,75,10.4
2003,hommes,75,10.3
2004,hommes,75,10.9
2005,hommes,75,10.9
2006,hommes,75,11.3
2007,hommes,75,11.5
2008,hommes,75,11.6
2009,hommes,75,11.7
2010,hommes,75,11.9
2011,hommes,75,12.2
2012,hommes,75,12.0
2013,hommes,75,12.2
2014,hommes,75,12.2
2015,hommes,75,12.0
2016,hommes,75,12.2
2017,hommes,75,12.2
2018,hommes,75,12.3
2019,hommes,75,12.4
2020,hommes,75,11.8
2021,hommes,75,12.0
2022,hommes,75,12.1
2023,hommes,75,12.6
2024,hommes,75,12.8
1998,hommes,76,9.6
1999,hommes,76,9.7
2000,hommes,76,9.8
2001,hommes,76,9.8
2002,hommes,76,9.9
2003,hommes,76,9.7
2004,hommes,76,10.3
2005,hommes,76,10.3
2006,hommes,76,10.7
2007,hommes,76,10.9
2008,hommes,76,11.0
2009,hommes,76,11.1
2010,hommes,76,11.3
2011,hommes,76,11.6
2012,hommes,76,11.4
2013,hommes,76,11.6
2014,hommes,76,11.5
2015,hommes,76,11.3
2016,hommes,76,11.5
2017,hommes,76,11.6
2018,hommes,76,11.7
2019,hommes,76,11.8
2020,hommes,76,11.2
2021,hommes,76,11.4
2022,hommes,76,11.5
2023,hommes,76,12.0
2024,hommes,76,12.1
1998,hommes,77,9.1
1999,hommes,77,9.1
2000,hommes,77,9.3
2001,hommes,77,9.3
2002,hommes,77,9.3
2003,hommes,77,9.1
2004,hommes,77,9.7
2005,hommes,77,9.7
2006,hommes,77,10.2
2007,hommes,77,10.3
2008,hommes,77,10.4
2009,hommes,77,10.5
2010,hommes,77,10.7
2011,hommes,77,11.0
2012,hommes,77,10.8
2013,hommes,77,11.0
2014,hommes,77,10.9
2015,hommes,77,10.7
2016,hommes,77,10.9
2017,hommes,77,10.9
2018,hommes,77,11.0
2019,hommes,77,11.1
2020,hommes,77,10.5
2021,hommes,77,10.7
2022,hommes,77,10.8
2023,hommes,77,11.3
2024,hommes,77,11.4
1998,hommes,78,8.6
1999,hommes,78,8.6
2000,hommes,78,8.7
2001,hommes,78,8.7
2002,hommes,78,8.7
2003,hommes,78,8.6
2004,hommes,78,9.2
2005,hommes,78,9.1
2006,hommes,78,9.6
2007,hommes,78,9.7
2008,hommes,78,9.8
2009,hommes,78,9.9
2010,hommes,78,10.1
2011,hommes,78,10.4
2012,hommes,78,10.1
2013,hommes,78,10.3
2014,hommes,78,10.2
2015,hommes,78,10.0
2016,hommes,78,10.2
2017,hommes,78,10.3
2018,hommes,78,10.3
2019,hommes,78,10.5
2020,hommes,78,9.9
2021,hommes,78,10.1
2022,hommes,78,10.2
2023,hommes,78,10.7
2024,hommes,78,10.8
1998,hommes,79,8.1
1999,hommes,79,8.1
2000,hommes,79,8.2
2001,hommes,79,8.2
2002,hommes,79,8.2
2003,hommes,79,8.0
2004,hommes,79,8.6
2005,hommes,79,8.6
2006,hommes,79,9.0
2007,hommes,79,9.2
2008,hommes,79,9.2
2009,hommes,79,9.4
2010,hommes,79,9.5
2011,hommes,79,9.8
2012,hommes,79,9.6
2013,hommes,79,9.7
2014,hommes,79,9.6
2015,hommes,79,9.4
2016,hommes,79,9.6
2017,hommes,79,9.6
2018,hommes,79,9.7
2019,hommes,79,9.8
2020,hommes,79,9.3
2021,hommes,79,9.5
2022,hommes,79,9.6
2023,hommes,79,10.1
2024,hommes,79,10.2
1998,hommes,80,7.6
1999,hommes,80,7.7
2000,hommes,80,7.7
2001,hommes,80,7.7
2002,hommes,80,7.7
2003,hommes,80,7.5
2004,hommes,80,8.1
2005,hommes,80,8.1
2006,hommes,80,8.5
2007,hommes,80,8.6
2008,hommes,80,8.7
2009,hommes,80,8.8
2010,hommes,80,8.9
2011,hommes,80,9.2
2012,hommes,80,9.0
2013,hommes,80,9.2
2014,hommes,80,9.0
2015,hommes,80,8.8
2016,hommes,80,9.0
2017,hommes,80,9.0
2018,hommes,80,9.1
2019,hommes,80,9.2
2020,hommes,80,8.7
2021,hommes,80,8.9
2022,hommes,80,9.0
2023,hommes,80,9.4
2024,hommes,80,9.5
1998,hommes,81,7.1
1999,hommes,81,7.1
2000,hommes,81,7.3
2001,hommes,81,7.2
2002,hommes,81,7.2
2003,hommes,81,7.0
2004,hommes,81,7.6
2005,hommes,81,7.5
2006,hommes,81,8.0
2007,hommes,81,8.1
2008,hommes,81,8.2
2009,hommes,81,8.3
2010,hommes,81,8.4
2011,hommes,81,8.7
2012,hommes,81,8.4
2013,hommes,81,8.6
2014,hommes,81,8.4
2015,hommes,81,8.2
2016,hommes,81,8.4
2017,hommes,81,8.4
2018,hommes,81,8.5
2019,hommes,81,8.6
2020,hommes,81,8.1
2021,hommes,81,8.3
2022,hommes,81,8.4
2023,hommes,81,8.8
2024,hommes,81,8.9
1998,hommes,82,6.7
1999,hommes,82,6.7
2000,hommes,82,6.8
2001,hommes,82,6.8
2002,hommes,82,6.7
2003,hommes,82,6.5
2004,hommes,82,7.1
2005,hommes,82,7.1
2006,hommes,82,7.5
2007,hommes,82,7.7
2008,hommes,82,7.7
2009,hommes,82,7.8
2010,hommes,82,7.9
2011,hommes,82,8.2
2012,hommes,82,7.9
2013,hommes,82,8.1
2014,hommes,82,7.8
2015,hommes,82,7.7
2016,hommes,82,7.8
2017,hommes,82,7.8
2018,hommes,82,7.9
2019,hommes,82,8.0
2020,hommes,82,7.6
2021,hommes,82,7.8
2022,hommes,82,7.8
2023,hommes,82,8.3
2024,hommes,82,8.3
1998,hommes,83,6.2
1999,hommes,83,6.3
2000,hommes,83,6.4
2001,hommes,83,6.3
2002,hommes,83,6.3
2003,hommes,83,6.1
2004,hommes,83,6.6
2005,hommes,83,6.6
2006,hommes,83,7.1
2007,hommes,83,7.2
2008,hommes,83,7.3
2009,hommes,83,7.4
2010,hommes,83,7.5
2011,hommes,83,7.7
2012,hommes,83,7.4
2013,hommes,83,7.6
2014,hommes,83,7.3
2015,hommes,83,7.1
2016,hommes,83,7.3
2017,hommes,83,7.3
2018,hommes,83,7.4
2019,hommes,83,7.5
2020,hommes,83,7.0
2021,hommes,83,7.2
2022,hommes,83,7.2
2023,hommes,83,7.7
2024,hommes,83,7.8
1998,hommes,84,5.9
1999,hommes,84,5.8
2000,hommes,84,6.0
2001,hommes,84,5.9
2002,hommes,84,5.8
2003,hommes,84,5.7
2004,hommes,84,6.2
2005,hommes,84,6.2
2006,hommes,84,6.7
2007,hommes,84,6.8
2008,hommes,84,6.8
2009,hommes,84,6.9
2010,hommes,84,7.0
2011,hommes,84,7.3
2012,hommes,84,7.0
2013,hommes,84,7.1
2014,hommes,84,6.8
2015,hommes,84,6.6
2016,hommes,84,6.8
2017,hommes,84,6.8
2018,hommes,84,6.8
2019,hommes,84,6.9
2020,hommes,84,6.5
2021,hommes,84,6.7
2022,hommes,84,6.7
2023,hommes,84,7.1
2024,hommes,84,7.2
2014,hommes,85,6.3
2015,hommes,85,6.1
2016,hommes,85,6.3
2017,hommes,85,6.3
2018,hommes,85,6.3
2019,hommes,85,6.4
2020,hommes,85,6.0
2021,hommes,85,6.2
2022,hommes,85,6.2
2023,hommes,85,6.6
2024,hommes,85,6.7
2014,hommes,86,5.9
2015,hommes,86,5.7
2016,hommes,86,5.8
2017,hommes,86,5.8
2018,hommes,86,5.8
2019,hommes,86,5.9
2020,hommes,86,5.5
2021,hommes,86,5.7
2022,hommes,86,5.7
2023,hommes,86,6.1
2024,hommes,86,6.2
2014,hommes,87,5.4
2015,hommes,87,5.3
2016,hommes,87,5.4
2017,hommes,87,5.4
2018,hommes,87,5.4
2019,hommes,87,5.5
2020,hommes,87,5.1
2021,hommes,87,5.3
2022,hommes,87,5.2
2023,hommes,87,5.7
2024,hommes,87,5.7
2014,hommes,88,5.1
2015,hommes,88,4.9
2016,hommes,88,5.0
2017,hommes,88,5.0
2018,hommes,88,5.0
2019,hommes,88,5.0
2020,hommes,88,4.7
2021,hommes,88,4.9
2022,hommes,88,4.8
2023,hommes,88,5.2
2024,hommes,88,5.3
2014,hommes,89,4.7
2015,hommes,89,4.5
2016,hommes,89,4.6
2017,hommes,89,4.6
2018,hommes,89,4.6
2019,hommes,89,4.6
2020,hommes,89,4.3
2021,hommes,89,4.5
2022,hommes,89,4.4
2023,hommes,89,4.8
2024,hommes,89,4.9
2014,hommes,90,4.4
2015,hommes,90,4.2
2016,hommes,90,4.2
2017,hommes,90,4.2
2018,hommes,90,4.2
2019,hommes,90,4.3
2020,hommes,90,3.9
2021,hommes,90,4.1
2022,hommes,90,4.0
2023,hommes,90,4.4
2024,hommes,90,4.5
2014,hommes,91,4.0
2015,hommes,91,3.9
2016,hommes,91,3.9
2017,hommes,91,3.9
2018,hommes,91,3.9
2019,hommes,91,3.9
2020,hommes,91,3.6
2021,hommes,91,3.8
2022,hommes,91,3.7
2023,hommes,91,4.1
2024,hommes,91,4.1
2014,hommes,92,3.7
2015,hommes,92,3.6
2016,hommes,92,3.6
2017,hommes,92,3.7
2018,hommes,92,3.7
2019,hommes,92,3.6
2020,hommes,92,3.3
2021,hommes,92,3.5
2022,hommes,92,3.4
2023,hommes,92,3.7
2024,hommes,92,3.8
2014,hommes,93,3.5
2015,hommes,93,3.3
2016,hommes,93,3.4
2017,hommes,93,3.4
2018,hommes,93,3.4
2019,hommes,93,3.4
2020,hommes,93,3.1
2021,hommes,93,3.2
2022,hommes,93,3.1
2023,hommes,93,3.4
2024,hommes,93,3.5
2014,hommes,94,3.3
2015,hommes,94,3.1
2016,hommes,94,3.1
2017,hommes,94,3.2
2018,hommes,94,3.2
2019,hommes,94,3.2
2020,hommes,94,2.8
2021,hommes,94,3.0
2022,hommes,94,2.8
2023,hommes,94,3.2
2024,hommes,94,3.2
2014,hommes,95,3.1
2015,hommes,95,2.9
2016,hommes,95,3.0
2017,hommes,95,3.0
2018,hommes,95,3.0
2019,hommes,95,3.0
2020,hommes,95,2.6
2021,hommes,95,2.8
2022,hommes,95,2.6
2023,hommes,95,2.9
2024,hommes,95,2.9
